Date,Close
8/8/2000 16:00:00,0.83
8/9/2000 16:00:00,0.86
8/10/2000 16:00:00,0.85
8/11/2000 16:00:00,0.85
8/14/2000 16:00:00,0.84
8/15/2000 16:00:00,0.84
8/16/2000 16:00:00,0.88
8/17/2000 16:00:00,0.92
8/18/2000 16:00:00,0.89
8/21/2000 16:00:00,0.9
8/22/2000 16:00:00,0.92
8/23/2000 16:00:00,0.97
8/24/2000 16:00:00,1
8/25/2000 16:00:00,1.01
8/28/2000 16:00:00,1.04
8/29/2000 16:00:00,1.06
8/30/2000 16:00:00,1.06
8/31/2000 16:00:00,1.09
9/1/2000 16:00:00,1.13
9/5/2000 16:00:00,1.11
9/6/2000 16:00:00,1.04
9/7/2000 16:00:00,1.11
9/8/2000 16:00:00,1.05
9/11/2000 16:00:00,1.04
9/12/2000 16:00:00,1.03
9/13/2000 16:00:00,1.04
9/14/2000 16:00:00,1.02
9/15/2000 16:00:00,0.99
9/18/2000 16:00:00,1.08
9/19/2000 16:00:00,1.07
9/20/2000 16:00:00,1.09
9/21/2000 16:00:00,1.01
9/22/2000 16:00:00,0.93
9/25/2000 16:00:00,0.94
9/26/2000 16:00:00,0.92
9/27/2000 16:00:00,0.87
9/28/2000 16:00:00,0.52
9/29/2000 16:00:00,0.46
10/2/2000 16:00:00,0.43
10/3/2000 16:00:00,0.4
10/4/2000 16:00:00,0.42
10/5/2000 16:00:00,0.39
10/6/2000 16:00:00,0.4
10/9/2000 16:00:00,0.39
10/10/2000 16:00:00,0.37
10/11/2000 16:00:00,0.35
10/12/2000 16:00:00,0.36
10/13/2000 16:00:00,0.39
10/16/2000 16:00:00,0.38
10/17/2000 16:00:00,0.36
10/18/2000 16:00:00,0.36
10/19/2000 16:00:00,0.34
10/20/2000 16:00:00,0.35
10/23/2000 16:00:00,0.36
10/24/2000 16:00:00,0.34
10/25/2000 16:00:00,0.33
10/26/2000 16:00:00,0.33
10/27/2000 16:00:00,0.33
10/30/2000 16:00:00,0.34
10/31/2000 16:00:00,0.35
11/1/2000 16:00:00,0.37
11/2/2000 16:00:00,0.4
11/3/2000 16:00:00,0.4
11/6/2000 16:00:00,0.38
11/7/2000 16:00:00,0.38
11/8/2000 16:00:00,0.36
11/9/2000 16:00:00,0.36
11/10/2000 16:00:00,0.34
11/13/2000 16:00:00,0.35
11/14/2000 16:00:00,0.36
11/15/2000 16:00:00,0.35
11/16/2000 16:00:00,0.34
11/17/2000 16:00:00,0.33
11/20/2000 16:00:00,0.33
11/21/2000 16:00:00,0.34
11/22/2000 16:00:00,0.33
11/24/2000 16:00:00,0.34
11/27/2000 16:00:00,0.33
11/28/2000 16:00:00,0.32
11/29/2000 16:00:00,0.31
11/30/2000 16:00:00,0.29
12/1/2000 16:00:00,0.3
12/4/2000 16:00:00,0.3
12/5/2000 16:00:00,0.3
12/6/2000 16:00:00,0.26
12/7/2000 16:00:00,0.26
12/8/2000 16:00:00,0.27
12/11/2000 16:00:00,0.27
12/12/2000 16:00:00,0.27
12/13/2000 16:00:00,0.27
12/14/2000 16:00:00,0.26
12/15/2000 16:00:00,0.25
12/18/2000 16:00:00,0.25
12/19/2000 16:00:00,0.25
12/20/2000 16:00:00,0.26
12/21/2000 16:00:00,0.25
12/22/2000 16:00:00,0.27
12/26/2000 16:00:00,0.26
12/27/2000 16:00:00,0.26
12/28/2000 16:00:00,0.26
12/29/2000 16:00:00,0.27
1/2/2001 16:00:00,0.27
1/3/2001 16:00:00,0.29
1/4/2001 16:00:00,0.3
1/5/2001 16:00:00,0.29
1/8/2001 16:00:00,0.3
1/9/2001 16:00:00,0.31
1/10/2001 16:00:00,0.3
1/11/2001 16:00:00,0.32
1/12/2001 16:00:00,0.31
1/16/2001 16:00:00,0.31
1/17/2001 16:00:00,0.3
1/18/2001 16:00:00,0.33
1/19/2001 16:00:00,0.35
1/22/2001 16:00:00,0.34
1/23/2001 16:00:00,0.37
1/24/2001 16:00:00,0.37
1/25/2001 16:00:00,0.36
1/26/2001 16:00:00,0.35
1/29/2001 16:00:00,0.39
1/30/2001 16:00:00,0.39
1/31/2001 16:00:00,0.39
2/1/2001 16:00:00,0.38
2/2/2001 16:00:00,0.37
2/5/2001 16:00:00,0.36
2/6/2001 16:00:00,0.39
2/7/2001 16:00:00,0.37
2/8/2001 16:00:00,0.37
2/9/2001 16:00:00,0.34
2/12/2001 16:00:00,0.35
2/13/2001 16:00:00,0.34
2/14/2001 16:00:00,0.35
2/15/2001 16:00:00,0.36
2/16/2001 16:00:00,0.34
2/20/2001 16:00:00,0.33
2/21/2001 16:00:00,0.34
2/22/2001 16:00:00,0.33
2/23/2001 16:00:00,0.34
2/26/2001 16:00:00,0.35
2/27/2001 16:00:00,0.35
2/28/2001 16:00:00,0.33
3/1/2001 16:00:00,0.33
3/2/2001 16:00:00,0.34
3/5/2001 16:00:00,0.36
3/6/2001 16:00:00,0.38
3/7/2001 16:00:00,0.38
3/8/2001 16:00:00,0.37
3/9/2001 16:00:00,0.36
3/12/2001 16:00:00,0.33
3/13/2001 16:00:00,0.35
3/14/2001 16:00:00,0.36
3/15/2001 16:00:00,0.35
3/16/2001 16:00:00,0.35
3/19/2001 16:00:00,0.37
3/20/2001 16:00:00,0.35
3/21/2001 16:00:00,0.36
3/22/2001 16:00:00,0.39
3/23/2001 16:00:00,0.41
3/26/2001 16:00:00,0.39
3/27/2001 16:00:00,0.41
3/28/2001 16:00:00,0.4
3/29/2001 16:00:00,0.4
3/30/2001 16:00:00,0.39
4/2/2001 16:00:00,0.39
4/3/2001 16:00:00,0.36
4/4/2001 16:00:00,0.35
4/5/2001 16:00:00,0.37
4/6/2001 16:00:00,0.37
4/9/2001 16:00:00,0.37
4/10/2001 16:00:00,0.39
4/11/2001 16:00:00,0.39
4/12/2001 16:00:00,0.4
4/16/2001 16:00:00,0.38
4/17/2001 16:00:00,0.36
4/18/2001 16:00:00,0.41
4/19/2001 16:00:00,0.46
4/20/2001 16:00:00,0.45
4/23/2001 16:00:00,0.43
4/24/2001 16:00:00,0.42
4/25/2001 16:00:00,0.44
4/26/2001 16:00:00,0.44
4/27/2001 16:00:00,0.47
4/30/2001 16:00:00,0.46
5/1/2001 16:00:00,0.46
5/2/2001 16:00:00,0.47
5/3/2001 16:00:00,0.45
5/4/2001 16:00:00,0.46
5/7/2001 16:00:00,0.45
5/8/2001 16:00:00,0.44
5/9/2001 16:00:00,0.43
5/10/2001 16:00:00,0.41
5/11/2001 16:00:00,0.41
5/14/2001 16:00:00,0.42
5/15/2001 16:00:00,0.41
5/16/2001 16:00:00,0.43
5/17/2001 16:00:00,0.42
5/18/2001 16:00:00,0.42
5/21/2001 16:00:00,0.42
5/22/2001 16:00:00,0.42
5/23/2001 16:00:00,0.41
5/24/2001 16:00:00,0.41
5/25/2001 16:00:00,0.41
5/29/2001 16:00:00,0.38
5/30/2001 16:00:00,0.35
5/31/2001 16:00:00,0.36
6/1/2001 16:00:00,0.37
6/4/2001 16:00:00,0.37
6/5/2001 16:00:00,0.37
6/6/2001 16:00:00,0.37
6/7/2001 16:00:00,0.39
6/8/2001 16:00:00,0.38
6/11/2001 16:00:00,0.36
6/12/2001 16:00:00,0.36
6/13/2001 16:00:00,0.37
6/14/2001 16:00:00,0.36
6/15/2001 16:00:00,0.37
6/18/2001 16:00:00,0.37
6/19/2001 16:00:00,0.36
6/20/2001 16:00:00,0.39
6/21/2001 16:00:00,0.4
6/22/2001 16:00:00,0.39
6/25/2001 16:00:00,0.43
6/26/2001 16:00:00,0.42
6/27/2001 16:00:00,0.42
6/28/2001 16:00:00,0.42
6/29/2001 16:00:00,0.42
7/2/2001 16:00:00,0.43
7/3/2001 16:00:00,0.43
7/5/2001 16:00:00,0.41
7/6/2001 16:00:00,0.39
7/9/2001 16:00:00,0.41
7/10/2001 16:00:00,0.38
7/11/2001 16:00:00,0.42
7/12/2001 16:00:00,0.44
7/13/2001 16:00:00,0.44
7/16/2001 16:00:00,0.43
7/17/2001 16:00:00,0.45
7/18/2001 16:00:00,0.37
7/19/2001 16:00:00,0.36
7/20/2001 16:00:00,0.36
7/23/2001 16:00:00,0.35
7/24/2001 16:00:00,0.34
7/25/2001 16:00:00,0.33
7/26/2001 16:00:00,0.33
7/27/2001 16:00:00,0.34
7/30/2001 16:00:00,0.34
7/31/2001 16:00:00,0.34
8/1/2001 16:00:00,0.34
8/2/2001 16:00:00,0.35
8/3/2001 16:00:00,0.35
8/6/2001 16:00:00,0.34
8/7/2001 16:00:00,0.34
8/8/2001 16:00:00,0.34
8/9/2001 16:00:00,0.34
8/10/2001 16:00:00,0.34
8/13/2001 16:00:00,0.34
8/14/2001 16:00:00,0.33
8/15/2001 16:00:00,0.33
8/16/2001 16:00:00,0.33
8/17/2001 16:00:00,0.32
8/20/2001 16:00:00,0.32
8/21/2001 16:00:00,0.32
8/22/2001 16:00:00,0.33
8/23/2001 16:00:00,0.32
8/24/2001 16:00:00,0.33
8/27/2001 16:00:00,0.34
8/28/2001 16:00:00,0.33
8/29/2001 16:00:00,0.32
8/30/2001 16:00:00,0.32
8/31/2001 16:00:00,0.33
9/4/2001 16:00:00,0.33
9/5/2001 16:00:00,0.33
9/6/2001 16:00:00,0.32
9/7/2001 16:00:00,0.31
9/10/2001 16:00:00,0.31
9/17/2001 16:00:00,0.3
9/18/2001 16:00:00,0.29
9/19/2001 16:00:00,0.3
9/20/2001 16:00:00,0.28
9/21/2001 16:00:00,0.28
9/24/2001 16:00:00,0.29
9/25/2001 16:00:00,0.28
9/26/2001 16:00:00,0.27
9/27/2001 16:00:00,0.28
9/28/2001 16:00:00,0.28
10/1/2001 16:00:00,0.28
10/2/2001 16:00:00,0.27
10/3/2001 16:00:00,0.27
10/4/2001 16:00:00,0.28
10/5/2001 16:00:00,0.29
10/8/2001 16:00:00,0.29
10/9/2001 16:00:00,0.29
10/10/2001 16:00:00,0.3
10/11/2001 16:00:00,0.32
10/12/2001 16:00:00,0.32
10/15/2001 16:00:00,0.32
10/16/2001 16:00:00,0.32
10/17/2001 16:00:00,0.3
10/18/2001 16:00:00,0.32
10/19/2001 16:00:00,0.33
10/22/2001 16:00:00,0.34
10/23/2001 16:00:00,0.32
10/24/2001 16:00:00,0.34
10/25/2001 16:00:00,0.34
10/26/2001 16:00:00,0.33
10/29/2001 16:00:00,0.31
10/30/2001 16:00:00,0.31
10/31/2001 16:00:00,0.31
11/1/2001 16:00:00,0.33
11/2/2001 16:00:00,0.33
11/5/2001 16:00:00,0.34
11/6/2001 16:00:00,0.35
11/7/2001 16:00:00,0.35
11/8/2001 16:00:00,0.33
11/9/2001 16:00:00,0.33
11/12/2001 16:00:00,0.33
11/13/2001 16:00:00,0.35
11/14/2001 16:00:00,0.35
11/15/2001 16:00:00,0.35
11/16/2001 16:00:00,0.34
11/19/2001 16:00:00,0.36
11/20/2001 16:00:00,0.35
11/21/2001 16:00:00,0.35
11/23/2001 16:00:00,0.35
11/26/2001 16:00:00,0.38
11/27/2001 16:00:00,0.38
11/28/2001 16:00:00,0.37
11/29/2001 16:00:00,0.36
11/30/2001 16:00:00,0.38
12/3/2001 16:00:00,0.38
12/4/2001 16:00:00,0.4
12/5/2001 16:00:00,0.42
12/6/2001 16:00:00,0.41
12/7/2001 16:00:00,0.4
12/10/2001 16:00:00,0.4
12/11/2001 16:00:00,0.39
12/12/2001 16:00:00,0.38
12/13/2001 16:00:00,0.38
12/14/2001 16:00:00,0.36
12/17/2001 16:00:00,0.37
12/18/2001 16:00:00,0.38
12/19/2001 16:00:00,0.39
12/20/2001 16:00:00,0.37
12/21/2001 16:00:00,0.38
12/24/2001 16:00:00,0.38
12/26/2001 16:00:00,0.38
12/27/2001 16:00:00,0.39
12/28/2001 16:00:00,0.4
12/31/2001 16:00:00,0.39
1/2/2002 16:00:00,0.42
1/3/2002 16:00:00,0.42
1/4/2002 16:00:00,0.42
1/7/2002 16:00:00,0.41
1/8/2002 16:00:00,0.4
1/9/2002 16:00:00,0.39
1/10/2002 16:00:00,0.38
1/11/2002 16:00:00,0.38
1/14/2002 16:00:00,0.38
1/15/2002 16:00:00,0.39
1/16/2002 16:00:00,0.37
1/17/2002 16:00:00,0.4
1/18/2002 16:00:00,0.4
1/22/2002 16:00:00,0.39
1/23/2002 16:00:00,0.41
1/24/2002 16:00:00,0.41
1/25/2002 16:00:00,0.42
1/28/2002 16:00:00,0.42
1/29/2002 16:00:00,0.41
1/30/2002 16:00:00,0.43
1/31/2002 16:00:00,0.44
2/1/2002 16:00:00,0.44
2/4/2002 16:00:00,0.45
2/5/2002 16:00:00,0.45
2/6/2002 16:00:00,0.44
2/7/2002 16:00:00,0.43
2/8/2002 16:00:00,0.43
2/11/2002 16:00:00,0.45
2/12/2002 16:00:00,0.44
2/13/2002 16:00:00,0.45
2/14/2002 16:00:00,0.44
2/15/2002 16:00:00,0.43
2/19/2002 16:00:00,0.4
2/20/2002 16:00:00,0.41
2/21/2002 16:00:00,0.38
2/22/2002 16:00:00,0.41
2/25/2002 16:00:00,0.43
2/26/2002 16:00:00,0.42
2/27/2002 16:00:00,0.39
2/28/2002 16:00:00,0.39
3/1/2002 16:00:00,0.42
3/4/2002 16:00:00,0.43
3/5/2002 16:00:00,0.42
3/6/2002 16:00:00,0.43
3/7/2002 16:00:00,0.44
3/8/2002 16:00:00,0.44
3/11/2002 16:00:00,0.45
3/12/2002 16:00:00,0.44
3/13/2002 16:00:00,0.44
3/14/2002 16:00:00,0.44
3/15/2002 16:00:00,0.45
3/18/2002 16:00:00,0.44
3/19/2002 16:00:00,0.44
3/20/2002 16:00:00,0.45
3/21/2002 16:00:00,0.43
3/22/2002 16:00:00,0.43
3/25/2002 16:00:00,0.42
3/26/2002 16:00:00,0.42
3/27/2002 16:00:00,0.42
3/28/2002 16:00:00,0.42
4/1/2002 16:00:00,0.44
4/2/2002 16:00:00,0.43
4/3/2002 16:00:00,0.42
4/4/2002 16:00:00,0.44
4/5/2002 16:00:00,0.44
4/8/2002 16:00:00,0.44
4/9/2002 16:00:00,0.43
4/10/2002 16:00:00,0.44
4/11/2002 16:00:00,0.44
4/12/2002 16:00:00,0.45
4/15/2002 16:00:00,0.45
4/16/2002 16:00:00,0.46
4/17/2002 16:00:00,0.47
4/18/2002 16:00:00,0.45
4/19/2002 16:00:00,0.45
4/22/2002 16:00:00,0.44
4/23/2002 16:00:00,0.43
4/24/2002 16:00:00,0.42
4/25/2002 16:00:00,0.43
4/26/2002 16:00:00,0.41
4/29/2002 16:00:00,0.43
4/30/2002 16:00:00,0.43
5/1/2002 16:00:00,0.43
5/2/2002 16:00:00,0.42
5/3/2002 16:00:00,0.42
5/6/2002 16:00:00,0.4
5/7/2002 16:00:00,0.4
5/8/2002 16:00:00,0.44
5/9/2002 16:00:00,0.43
5/10/2002 16:00:00,0.42
5/13/2002 16:00:00,0.43
5/14/2002 16:00:00,0.46
5/15/2002 16:00:00,0.45
5/16/2002 16:00:00,0.45
5/17/2002 16:00:00,0.45
5/20/2002 16:00:00,0.44
5/21/2002 16:00:00,0.42
5/22/2002 16:00:00,0.43
5/23/2002 16:00:00,0.45
5/24/2002 16:00:00,0.43
5/28/2002 16:00:00,0.43
5/29/2002 16:00:00,0.43
5/30/2002 16:00:00,0.43
5/31/2002 16:00:00,0.42
6/3/2002 16:00:00,0.41
6/4/2002 16:00:00,0.41
6/5/2002 16:00:00,0.41
6/6/2002 16:00:00,0.4
6/7/2002 16:00:00,0.38
6/10/2002 16:00:00,0.38
6/11/2002 16:00:00,0.37
6/12/2002 16:00:00,0.36
6/13/2002 16:00:00,0.35
6/14/2002 16:00:00,0.36
6/17/2002 16:00:00,0.37
6/18/2002 16:00:00,0.36
6/19/2002 16:00:00,0.31
6/20/2002 16:00:00,0.31
6/21/2002 16:00:00,0.3
6/24/2002 16:00:00,0.31
6/25/2002 16:00:00,0.31
6/26/2002 16:00:00,0.3
6/27/2002 16:00:00,0.3
6/28/2002 16:00:00,0.32
7/1/2002 16:00:00,0.3
7/2/2002 16:00:00,0.3
7/3/2002 16:00:00,0.31
7/5/2002 16:00:00,0.33
7/8/2002 16:00:00,0.32
7/9/2002 16:00:00,0.31
7/10/2002 16:00:00,0.31
7/11/2002 16:00:00,0.33
7/12/2002 16:00:00,0.31
7/15/2002 16:00:00,0.33
7/16/2002 16:00:00,0.32
7/17/2002 16:00:00,0.28
7/18/2002 16:00:00,0.27
7/19/2002 16:00:00,0.27
7/22/2002 16:00:00,0.27
7/23/2002 16:00:00,0.26
7/24/2002 16:00:00,0.27
7/25/2002 16:00:00,0.26
7/26/2002 16:00:00,0.26
7/29/2002 16:00:00,0.27
7/30/2002 16:00:00,0.28
7/31/2002 16:00:00,0.27
8/1/2002 16:00:00,0.26
8/2/2002 16:00:00,0.26
8/5/2002 16:00:00,0.25
8/6/2002 16:00:00,0.26
8/7/2002 16:00:00,0.27
8/8/2002 16:00:00,0.27
8/9/2002 16:00:00,0.27
8/12/2002 16:00:00,0.27
8/13/2002 16:00:00,0.26
8/14/2002 16:00:00,0.27
8/15/2002 16:00:00,0.28
8/16/2002 16:00:00,0.28
8/19/2002 16:00:00,0.29
8/20/2002 16:00:00,0.28
8/21/2002 16:00:00,0.29
8/22/2002 16:00:00,0.29
8/23/2002 16:00:00,0.28
8/26/2002 16:00:00,0.28
8/27/2002 16:00:00,0.27
8/28/2002 16:00:00,0.27
8/29/2002 16:00:00,0.26
8/30/2002 16:00:00,0.26
9/3/2002 16:00:00,0.25
9/4/2002 16:00:00,0.26
9/5/2002 16:00:00,0.25
9/6/2002 16:00:00,0.26
9/9/2002 16:00:00,0.26
9/10/2002 16:00:00,0.26
9/11/2002 16:00:00,0.26
9/12/2002 16:00:00,0.25
9/13/2002 16:00:00,0.25
9/16/2002 16:00:00,0.26
9/17/2002 16:00:00,0.26
9/18/2002 16:00:00,0.27
9/19/2002 16:00:00,0.26
9/20/2002 16:00:00,0.27
9/23/2002 16:00:00,0.27
9/24/2002 16:00:00,0.26
9/25/2002 16:00:00,0.27
9/26/2002 16:00:00,0.26
9/27/2002 16:00:00,0.26
9/30/2002 16:00:00,0.26
10/1/2002 16:00:00,0.26
10/2/2002 16:00:00,0.25
10/3/2002 16:00:00,0.26
10/4/2002 16:00:00,0.25
10/7/2002 16:00:00,0.25
10/8/2002 16:00:00,0.24
10/9/2002 16:00:00,0.24
10/10/2002 16:00:00,0.25
10/11/2002 16:00:00,0.26
10/14/2002 16:00:00,0.26
10/15/2002 16:00:00,0.27
10/16/2002 16:00:00,0.26
10/17/2002 16:00:00,0.25
10/18/2002 16:00:00,0.26
10/21/2002 16:00:00,0.26
10/22/2002 16:00:00,0.26
10/23/2002 16:00:00,0.27
10/24/2002 16:00:00,0.26
10/25/2002 16:00:00,0.28
10/28/2002 16:00:00,0.28
10/29/2002 16:00:00,0.28
10/30/2002 16:00:00,0.29
10/31/2002 16:00:00,0.29
11/1/2002 16:00:00,0.29
11/4/2002 16:00:00,0.3
11/5/2002 16:00:00,0.3
11/6/2002 16:00:00,0.31
11/7/2002 16:00:00,0.29
11/8/2002 16:00:00,0.28
11/11/2002 16:00:00,0.27
11/12/2002 16:00:00,0.28
11/13/2002 16:00:00,0.28
11/14/2002 16:00:00,0.29
11/15/2002 16:00:00,0.28
11/18/2002 16:00:00,0.28
11/19/2002 16:00:00,0.27
11/20/2002 16:00:00,0.28
11/21/2002 16:00:00,0.29
11/22/2002 16:00:00,0.29
11/25/2002 16:00:00,0.29
11/26/2002 16:00:00,0.28
11/27/2002 16:00:00,0.28
11/29/2002 16:00:00,0.28
12/2/2002 16:00:00,0.27
12/3/2002 16:00:00,0.27
12/4/2002 16:00:00,0.27
12/5/2002 16:00:00,0.26
12/6/2002 16:00:00,0.27
12/9/2002 16:00:00,0.26
12/10/2002 16:00:00,0.27
12/11/2002 16:00:00,0.28
12/12/2002 16:00:00,0.27
12/13/2002 16:00:00,0.26
12/16/2002 16:00:00,0.27
12/17/2002 16:00:00,0.27
12/18/2002 16:00:00,0.26
12/19/2002 16:00:00,0.25
12/20/2002 16:00:00,0.25
12/23/2002 16:00:00,0.26
12/24/2002 16:00:00,0.26
12/26/2002 16:00:00,0.26
12/27/2002 16:00:00,0.25
12/30/2002 16:00:00,0.25
12/31/2002 16:00:00,0.26
1/2/2003 16:00:00,0.26
1/3/2003 16:00:00,0.27
1/6/2003 16:00:00,0.27
1/7/2003 16:00:00,0.27
1/8/2003 16:00:00,0.26
1/9/2003 16:00:00,0.26
1/10/2003 16:00:00,0.26
1/13/2003 16:00:00,0.26
1/14/2003 16:00:00,0.26
1/15/2003 16:00:00,0.26
1/16/2003 16:00:00,0.26
1/17/2003 16:00:00,0.25
1/21/2003 16:00:00,0.25
1/22/2003 16:00:00,0.25
1/23/2003 16:00:00,0.25
1/24/2003 16:00:00,0.25
1/27/2003 16:00:00,0.25
1/28/2003 16:00:00,0.26
1/29/2003 16:00:00,0.27
1/30/2003 16:00:00,0.26
1/31/2003 16:00:00,0.26
2/3/2003 16:00:00,0.26
2/4/2003 16:00:00,0.26
2/5/2003 16:00:00,0.26
2/6/2003 16:00:00,0.26
2/7/2003 16:00:00,0.25
2/10/2003 16:00:00,0.26
2/11/2003 16:00:00,0.26
2/12/2003 16:00:00,0.26
2/13/2003 16:00:00,0.26
2/14/2003 16:00:00,0.26
2/18/2003 16:00:00,0.27
2/19/2003 16:00:00,0.27
2/20/2003 16:00:00,0.26
2/21/2003 16:00:00,0.27
2/24/2003 16:00:00,0.26
2/25/2003 16:00:00,0.27
2/26/2003 16:00:00,0.26
2/27/2003 16:00:00,0.27
2/28/2003 16:00:00,0.27
3/3/2003 16:00:00,0.26
3/4/2003 16:00:00,0.26
3/5/2003 16:00:00,0.26
3/6/2003 16:00:00,0.26
3/7/2003 16:00:00,0.26
3/10/2003 16:00:00,0.26
3/11/2003 16:00:00,0.25
3/12/2003 16:00:00,0.25
3/13/2003 16:00:00,0.26
3/14/2003 16:00:00,0.26
3/17/2003 16:00:00,0.27
3/18/2003 16:00:00,0.27
3/19/2003 16:00:00,0.27
3/20/2003 16:00:00,0.27
3/21/2003 16:00:00,0.27
3/24/2003 16:00:00,0.26
3/25/2003 16:00:00,0.26
3/26/2003 16:00:00,0.26
3/27/2003 16:00:00,0.26
3/28/2003 16:00:00,0.26
3/31/2003 16:00:00,0.25
4/1/2003 16:00:00,0.25
4/2/2003 16:00:00,0.26
4/3/2003 16:00:00,0.26
4/4/2003 16:00:00,0.26
4/7/2003 16:00:00,0.26
4/8/2003 16:00:00,0.26
4/9/2003 16:00:00,0.25
4/10/2003 16:00:00,0.26
4/11/2003 16:00:00,0.24
4/14/2003 16:00:00,0.24
